Generated Query,First Document,Mean Content Precision,Mean Content Recall,Mean Content F1,First Exercise,Mean Exercise Precision,Mean Exercise Recall,Mean Exercise F1
"How does subsistence farming benefit individuals and families, according to the textbook information provided in the Geography for Secondary Schools Student's Book Form Two? Please provide a detailed long answer.","#### Small-scale crop cultivation:  
Small-scale crop cultivation is the growing of crops on a small piece of land. It is also called subsistence farming. It aims to produce enough food for the wellbeing of families. In some instances, when the production is high, the surplus is sold. Individuals engaging in small-scale crop cultivation are known as peasants. They are also called subsistence farmers as they grow food crops to feed themselves and their families with little or no surplus for sale.  
As noted earlier, the agricultural system at subsistence level falls under this category. A farmer owns a small piece of land for food crops cultivation. The produce is enough only for the family. It is hand to mouth existence which may lead to famine if the harvest is bad. In years with good harvest the farmer may have surplus to sell to the local markets. The farms are small, about one to five hectares owned by the family. Application of machines is difficult as farms are small.",tensor(0.4171),tensor(0.4225),tensor(0.4191),"Traditional livestock farming is practised in areas where there is:
(a) Very low rainfall
(b) Heavy rainfall
(c) No rainfall
(d) Dry lands",tensor(0.3418),tensor(0.4017),tensor(0.3654)
What are some of the factors that have contributed to the development of the tourism industry in Namibia?,"#### Improving the tourist environment:  
Namibia has several advantages compared to its competitors in the region. It has attractive and unique tourism attractions such as the landscape, wildlife and indigenous culture. It is also a peaceful country. It has also a safe and extensive road network and sufficient lodging options. There are also abundant opportunities for adventure tourism which includes hiking, sky-diving, dune boarding, and game and trophy hunting. Adventure travel is one of the fastest growing sectors of the long-haul travel market.",tensor(0.4395),tensor(0.5725),tensor(0.4966),"Explain how tourism is important in Tanzania, Namibia, and Switzerland.",tensor(0.5635),tensor(0.5602),tensor(0.5618)
True or False: Tourism is the major industry in Switzerland and it is the third largest export earner.,"#### Importance of tourism in Switzerland:  
Tourism contributes to the economic development of Switzerland.
Tourism promotes Switzerland’s international relations and co-operation with other nations through tourist activities.
Tourism also stimulates other related sectors of the economy such as agriculture, market, and transportation since they all strive to help the provision of services in the tourism sector.
Moreover, tourism is the major industry in Switzerland. It is the third largest export earner and contributes significantly to the national economy.
Tourism promotes employment opportunities both within and outside the industry, therefore, it helps to improve people’s living standards.
Tourism promotes the spirit of appreciating other people’s cultures which, in turn, brings about cultural tolerance.
Furthermore, tourism contributes to the expansion of infrastructure throughout the country.",tensor(0.4189),tensor(0.5532),tensor(0.4742),Briefly explain any five factors for the growth and development of tourism in Switzerland.,tensor(0.5192),tensor(0.4804),tensor(0.4990)
Describe the process of harvesting and processing palm oil as explained in the textbook.,"#### Uses of palm oil:  
Palm oil is used as vegetable oil for cooking, and making soap and candles. Residue from planting processed kernels can be used as animal fodder and manure.",tensor(0.3900),tensor(0.4961),tensor(0.4346),"Write True or False for the following statement:  
Palm oil tree is a tropical plant that originated from South Africa.",tensor(0.3361),tensor(0.4849),tensor(0.3856)
True or False: Tanzania has been emphasizing the use of natural gas revenue to benefit the people in areas producing the gas and the nation as a whole.,"#### Tanzania’s efforts in addressing the challenges of natural gas production  
Tanzania has been trying to overcome the challenges associated with the production of its natural gas. The government has been emphasising the use of revenue from natural gas to benefit the people in the areas producing the gas and the nation as a whole. The revenue from natural gas is used to improve social services in education and health. There have been various public programmes aimed to educate the public on natural gas benefits. The ministries responsible for energy and mineral resources in Tanzania conduct awareness creation programmes through various ways such as meetings and the media. The government also provides opportunities for training to Tanzanians in oil and natural gas. These training opportunities aim to build the country’s capacity for exploration, extraction, processing and supplying of natural gas.",tensor(0.5198),tensor(0.5928),tensor(0.5491),"Write True or False for the following statement:  
Exploitation of natural gases in Tanzania is only done by public companies.",tensor(0.6012),tensor(0.5118),tensor(0.5514)
Describe the concept of the mining industry and the different categories it contains.,"#### Mining industry  
Mining is the branch of manufacturing industries and trade based on the extraction of ores, fossil fuels, minerals, stone, clay, gravel, and similar commodities. This does not include the refinement of these commodities. The mining industry contains five categories, which are defined by the resources they produce: oil and gas extraction, coal mining, metal ore mining, non-metallic mineral mining and quarrying, and support activities for mining.",tensor(0.3791),tensor(0.5290),tensor(0.4415),"Define the following terms:
(a) Manufacturing industries
(b) Processing industries",tensor(0.4910),tensor(0.5026),tensor(0.4960)
Why is solar and wind energy considered important in the USA according to the textbook?,"#### Importance of solar and wind energy in USA:  
USA finds it more economical to use solar and wind energy than other sources of energy as they have minimal environmental effects. Solar and wind energy in USA is important in so many ways.  
Environmentally-friendly: The production of solar and wind energy involves activities which produce less waste in the environment compared to other sources of energy. These energies, therefore, are considered to be environmentally-friendly. For example, their production reduces the emission of carbon-dioxide and other pollutants.  
Creation of employment opportunities: Installation and management of solar panels and wind mills require many employees. This industry generates jobs for thousands of people.",tensor(0.4193),tensor(0.5251),tensor(0.4660),State five challenges facing solar and wind energy production in USA.,tensor(0.5823),tensor(0.5737),tensor(0.5765)
"Statement for discussion: 
Tanzania has allocated significant funds for the exploration, extraction, processing, and distribution of natural gas.

Let me know if you need more questions or exercises!","#### Challenges of natural gas production in Tanzania:  
Natural gas production faces numerous challenges in different aspects. Natural gas is a non-renewable resource. Therefore, care has to be when extracting this resource. Natural gas production is new in Tanzania and, thus, it faces a shortage of skilled labour, especially in exploration and extraction activities. As a result, the government is often forced to employ foreign experts who are paid high salaries. Regarding the capacity to produce the natural gas, Tanzania has not been able to allocate enough funds for exploration, extraction, processing and distribution.",tensor(0.4903),tensor(0.4953),tensor(0.4878),"Write True or False for the following statement:  
In Tanzania natural gas energy is mostly used for domestic heating and cooking.",tensor(0.5674),tensor(0.4529),tensor(0.5019)
Explain the growing conditions required for sisal farming.,"#### Conditions for growing sisal:  
Sisal growing needs high temperatures ranging between 25°C and 30°C. It also needs slight rainfall ranging from 650 mm to 1,500 mm. It is grown in well-drained loamy soil. This type of soil contains a lot of decayed vegetable matter with little amounts of sand and clay. Rainfall plays an important role as far as fibre production is concerned. On the whole, sisal does not need too much rainfall and cannot tolerate frosty conditions.",tensor(0.3904),tensor(0.5541),tensor(0.4576),Mention four crops that are grown in plantations.,tensor(0.6238),tensor(0.5735),tensor(0.5976)
Define the post-harvest processing and transportation of cloves based on the context provided.,"#### Harvesting, processing and transportation of cloves:  
Clove trees can grow up to 15 meters high. Therefore, harvesting involves picking of flower buds which is done by climbing or scaling.
Harvesting is done by hand by skilled climbers. In Zanzibar, the harvesting occurs from September to November.
Sorting is necessary to separate leaves from the buds. The buds and flowers are left to dry in the sun for 3 - 7 days.
To ensure quality, the dirty and unwanted particles are removed from the dried cloves. The Zanzibar State Trading Corporation (ZSTC) is an organ responsible for buying and exporting cloves from the Isles in Tanzania to major importers such as Taiwan, India, the United Arab Emirates and the United Kingdom.",tensor(0.3990),tensor(0.5333),tensor(0.4556),"Define the following terms:
(a) Manufacturing industries
(b) Processing industries",tensor(0.4241),tensor(0.4413),tensor(0.4324)
Explain the importance of human activities in relation to employment and income generation based on the context provided in the textbook.,"## Chapter One (Human Activities)  
### Introduction  
Human activities refer to things that people do or cause to happen. Human beings do such activities for social, economic, and political purposes. In this chapter, you will learn about human activities, types of human activities, and the importance of such activities.",tensor(0.4441),tensor(0.5101),tensor(0.4741),"Write True or False for the following statement:  
Types of human activities are related to the types of human settlements.",tensor(0.5421),tensor(0.5308),tensor(0.5363)
Explain how the increase in temperature affects the rate of evaporation from ocean water.,"### The concept of water management  
Water is a colourless liquid found naturally on the land surface, atmosphere, and underground reservoirs. Water can exist in liquid, solid, or gas state. Although water is a familiar substance, it is also a unique material of the earth. For a long time, water has been considered to be an abundant resource which is found freely to all people. Today, most countries are facing increasing pressure on water resources and growing competition between differing interests. Chronic water scarcity is perceived to be one of the threats to global prosperity and stability. Other threats include hydrological uncertainty and extreme weather disasters such as floods and droughts.",tensor(0.4057),tensor(0.5281),tensor(0.4578),Mention any five major ocean routes in the world.,tensor(0.5241),tensor(0.4858),tensor(0.5042)
What are the responsibilities of the Tanzania Wildlife Authority (TAWA) in the management of game reserves and wildlife outside national parks? Discuss how their role contributes to the conservation of wildlife in Tanzania.,"#### Management of national parks and game reserves in Tanzania:  
National parks in Tanzania are managed by the Tanzania National Parks Authority (TANAPA). This authority is responsible for the management and regulation of the use of all areas designated as national parks. The Tanzania Wildlife Authority (TAWA) is responsible for the management and regulation of the use of all the areas designated as game reserves and all wildlife outside national parks and the Ngorongoro Conservation Area (NCA). The NCA is managed by the Ngorongoro Conservation Area Authority (NCAA). This is the only conservation area in Tanzania where humans, livestock and wildlife share the same environment (multiple use area).",tensor(0.4784),tensor(0.5829),tensor(0.5252),Outline main challenges facing livestock keeping in Tanzania.,tensor(0.6108),tensor(0.4803),tensor(0.5369)
Explain in detail the disadvantages of nomadic pastoralism as outlined in the Geography textbook for Form Two students. Include at least three specific drawbacks and provide explanations for each.,"Nomadic pastoralism involves continual movement of pastoralists with large numbers of animals from place to place in search of pasture and water. People involved in this practice are called nomads or pastoralists. Tribes which practise nomadic pastoralism include the Maasai, Barbaig, Kwavi, and Karamajong. Nomadic pastoralism is mostly practised in sparsely populated areas where the natural vegetation is mainly grass and bushes and, sometimes, scattered trees. In these areas, rainfall is very low and unreliable. The pastoralists follow specific routes in their movements. Figure 2.10 shows a large herd of cattle. The animals kept by pastoralists are a source of food and income through the selling of animals and their products. Major products from animals are meat and milk. The pastoralists spend the money they earn to meet family needs such as buying cereals, paying school fees, and meeting health expenses. In addition, the cattle raised are used for paying bride price and giving gifts",tensor(0.4054),tensor(0.4644),tensor(0.4328),Explain what nomadic pastoralism means.,tensor(0.5861),tensor(0.4347),tensor(0.4930)
Explain the various economic activities that rely on water as a key component and how water is essential for economic development according to the provided context on the economic importance of water.,"### Economic importance of water  
Water is a source of life for almost all living organisms including animals and plants. Numerous economic activities are conducted in water while others use water as part of raw material.  
Human beings are primary users of water and integrate it in their economic activities in various ways. Their ability to plan and conduct economic activities is basically supported by water. Water is used as an important ingredient in sustaining life, especially for cooking, drinking and maintaining cleanliness. Generally, water is essential for economic development. It is used in the manufacturing industry, hydro-electric power generation, and navigation as well as domestic activities and trade.",tensor(0.4912),tensor(0.5921),tensor(0.5368),"With reference to Rufiji Water Basin and TVA, explain how a community can benefit from the river basin.",tensor(0.5499),tensor(0.5286),tensor(0.5389)
"Explain the advantages of raising livestock in both commercial and nomadic pastoralism settings, highlighting the benefits they provide to industries, households, and the economy.","#### Advantages of commercial livestock-keeping:  
Commercial livestock-keeping acts as a source of raw materials for industries such as food processing, shoe, and cloth making. It is one of the sectors which employs people and serves as a source of government revenue. Commercial livestock-keeping provides food products such as meat and milk consumed by households and industries. Moreover, it contributes to the production of goods such as shoes, bags, and animal foods. The benefits of commercial livestock-keeping include the ability to utilize breeds that can enhance reproductive performance. This practice also stimulates the development of transport and communication. Commercial livestock-keeping also facilitates the control of diseases and pests because it limits animal movement. It also uses high technology and scientific methods in management.",tensor(0.4649),tensor(0.5740),tensor(0.5134),Describe the primary purposes for keeping cattle.,tensor(0.5399),tensor(0.4523),tensor(0.4879)
Give a short-answer question related to the different types of human activities according to the context provided.,"### Types of human activities  
There are three major categories of human activities. These are primary, secondary, and tertiary activities.",tensor(0.4362),tensor(0.5050),tensor(0.4665),"Write True or False for the following statement:  
Types of human activities are related to the types of human settlements.",tensor(0.6119),tensor(0.5823),tensor(0.5965)
Describe three benefits of commercial livestock-keeping mentioned in the textbook excerpt.,"#### Advantages of commercial livestock-keeping:  
Commercial livestock-keeping acts as a source of raw materials for industries such as food processing, shoe, and cloth making. It is one of the sectors which employs people and serves as a source of government revenue. Commercial livestock-keeping provides food products such as meat and milk consumed by households and industries. Moreover, it contributes to the production of goods such as shoes, bags, and animal foods. The benefits of commercial livestock-keeping include the ability to utilize breeds that can enhance reproductive performance. This practice also stimulates the development of transport and communication. Commercial livestock-keeping also facilitates the control of diseases and pests because it limits animal movement. It also uses high technology and scientific methods in management.",tensor(0.4345),tensor(0.5502),tensor(0.4854),Differentiate between traditional and commercial livestock-keeping.,tensor(0.6031),tensor(0.5591),tensor(0.5771)
True or False: The processing of tea leaves involves fermenting them under regulated moisture conditions to ensure a quality tea product.,"#### Harvesting, processing, storage and transportation of tea:  
It takes two years for tea plants to be ready for harvesting. Picking of tea leaves requires experience because if it is done poorly, it may result in low-quality tea. Tea plants are normally plucked for 3-4 years after which all old branches are pruned for new shoots to grow. The plucked tea leaves undergo fermentation under regulated moisture to ensure quality tea product. Thereafter, tea leaves are rolled to enhance the breakup of the leaf cells and fibres. The leaves are then dried in temperatures of about 105°C. This process is called roasting or firing. Roasting stops fermentation and reduces moisture. Cool and dried tea is sorted in different sizes and graded. Unwanted particles are removed before packing. At this stage, tea is ready for consumption and export. Figure 2.6 shows the plucking of tea leaves in Iringa.  
Figure 2.6 Tea plucking in Mufindi, Iringa  
Source: Tea production...ratetea.com",tensor(0.4466),tensor(0.5643),tensor(0.4972),"Write True or False for the following statement:  
Secondary activities are carried out without depending on primary and tertiary activities.",tensor(0.3821),tensor(0.4811),tensor(0.4170)
True or False: Tourism contributes to the expansion of infrastructure throughout a country.,"### Factors for the development and growth of tourism in the world  
The following are factors for the development and growth of tourism. These factors are features that encourage tourists to visit places for leisure, pleasure or education.  
- Tourist attractions: Tourist attractions include places with pleasant climate, beautiful and varied sceneries, different cultures, historical sites and monuments. Also, some features in Tanzania such as Mount Kilimanjaro, the highest free-standing mountain in the world, attract tourists.
- Advancement in communication and transportation network: Reliable communication network and advanced technology encourage the development of tourism in a country. For example, the use of the internet, television programmes, and social media, tourism trade fair and exhibitions has facilitated availability of information on tourism, hence it has led to an influx of tourists.",tensor(0.4662),tensor(0.6098),tensor(0.5280),Mention five factors for the development and growth of tourism in the world.,tensor(0.5418),tensor(0.5198),tensor(0.5300)
True or False: Manufacturing industries can be grouped into two main types - processing and distribution.,"### Types of manufacturing industries  
Manufacturing industries can be grouped into two main types, namely, processing and fabrication industries.",tensor(0.4542),tensor(0.5361),tensor(0.4907),"Write True or False for the following statement:  
Tertiary activities provide services whereas secondary activities are done for processing and manufacturing goods.",tensor(0.5301),tensor(0.5141),tensor(0.5212)
"True or False: Bush fallowing involves clearing the bush, burning the vegetation, and sowing seeds, and the farm is left to regain its fertility for nearly ten years.","Small-scale crop cultivation is done by using different methods such as shifting cultivation, crop rotation, and bush fallowing.",tensor(0.4925),tensor(0.5892),tensor(0.5322),"Traditional livestock farming is practised in areas where there is:
(a) Very low rainfall
(b) Heavy rainfall
(c) No rainfall
(d) Dry lands",tensor(0.4277),tensor(0.3646),tensor(0.3899)
Define post-harvest processing of tea.,"#### Harvesting, processing, storage and transportation of tea:  
It takes two years for tea plants to be ready for harvesting. Picking of tea leaves requires experience because if it is done poorly, it may result in low-quality tea. Tea plants are normally plucked for 3-4 years after which all old branches are pruned for new shoots to grow. The plucked tea leaves undergo fermentation under regulated moisture to ensure quality tea product. Thereafter, tea leaves are rolled to enhance the breakup of the leaf cells and fibres. The leaves are then dried in temperatures of about 105°C. This process is called roasting or firing. Roasting stops fermentation and reduces moisture. Cool and dried tea is sorted in different sizes and graded. Unwanted particles are removed before packing. At this stage, tea is ready for consumption and export. Figure 2.6 shows the plucking of tea leaves in Iringa.  
Figure 2.6 Tea plucking in Mufindi, Iringa  
Source: Tea production...ratetea.com",tensor(0.3670),tensor(0.5293),tensor(0.4332),Mention three conditions necessary for successful growing of coffee.,tensor(0.4511),tensor(0.5978),tensor(0.5062)
Explain the process of infiltration and its importance in groundwater formation.,"### Sustainable use of water resources  
Water resources come in many forms, but the three main categories are saltwater, groundwater, and surface water. Sustainable use of water resources includes all activities relating to current and future use of water resources in terms of protection, conservation, and management. There are surface and underground water sources.",tensor(0.4009),tensor(0.5234),tensor(0.4538),Name five uses of groundwater.,tensor(0.5842),tensor(0.5110),tensor(0.5446)
Explain the concept of tertiary activities and provide examples of two tertiary activities.,"#### Tertiary activities:  
Tertiary activities belong to the service sector. These activities involve the provision of specialized services required for primary and secondary activities. Such activities include transport and communication, trading, administration, banking, and insurance.  
##### Transport and communication  
Transportation is the action or process of moving people, goods, and services from one place to another. This may be done by road, railway, air, pipeline, and water. Likewise, communication is the exchange of information between and among different people. Major means of communication include radio, television, newspapers, telephone, and the internet.  
##### Tourism",tensor(0.4140),tensor(0.5275),tensor(0.4625),"Write True or False for the following statement:  
Tertiary activities provide services whereas secondary activities are done for processing and manufacturing goods.",tensor(0.5016),tensor(0.5828),tensor(0.5392)
Describe the various strategies used in the post-harvest processing and transportation of cloves in detail.,"#### Harvesting, processing and transportation of cloves:  
Clove trees can grow up to 15 meters high. Therefore, harvesting involves picking of flower buds which is done by climbing or scaling.
Harvesting is done by hand by skilled climbers. In Zanzibar, the harvesting occurs from September to November.
Sorting is necessary to separate leaves from the buds. The buds and flowers are left to dry in the sun for 3 - 7 days.
To ensure quality, the dirty and unwanted particles are removed from the dried cloves. The Zanzibar State Trading Corporation (ZSTC) is an organ responsible for buying and exporting cloves from the Isles in Tanzania to major importers such as Taiwan, India, the United Arab Emirates and the United Kingdom.",tensor(0.4006),tensor(0.5260),tensor(0.4532),"Write True or False for the following statement:  
Tertiary activities provide services whereas secondary activities are done for processing and manufacturing goods.",tensor(0.4122),tensor(0.4579),tensor(0.4337)
What are some applications of sisal according to the information provided?,"#### Uses of sisal:  
Sisal is used to make ropes, buffing cloth, mattresses, carpets, handicraft mats, and baskets. Sisal is commonly used in the shipping industry for mooring small craft, lashing, and handling cargo. It is also used in the automobile industry with fiber glass in composite materials. Other products developed from sisal fibre include lumbar support belts, rugs, slippers, clothes and disc buffers. Farmers also use sisal fibre for tomato plant support and ropes for reinforcement of ceiling corners. Waste from sisal extraction can be used for making biogas, pharmaceutical ingredients and building materials. Fibres can also be used as fertiliser or animal feed.",tensor(0.3363),tensor(0.4465),tensor(0.3834),Differentiate between plantation agriculture and extensive cereal cultivation.,tensor(0.4281),tensor(0.4171),tensor(0.4225)
Explain in detail the conditions required for growing sisal plants based on the information provided in the textbook.,"#### Conditions for growing sisal:  
Sisal growing needs high temperatures ranging between 25°C and 30°C. It also needs slight rainfall ranging from 650 mm to 1,500 mm. It is grown in well-drained loamy soil. This type of soil contains a lot of decayed vegetable matter with little amounts of sand and clay. Rainfall plays an important role as far as fibre production is concerned. On the whole, sisal does not need too much rainfall and cannot tolerate frosty conditions.",tensor(0.3837),tensor(0.4673),tensor(0.4211),Mention four crops that are grown in plantations.,tensor(0.5612),tensor(0.4533),tensor(0.5015)
Describe the process of evaporation and explain what factors influence the rate of evaporation.,"### Evaporation  
Evaporation is the process by which water changes from liquid to gas or vapour. During evaporation, water moves into the atmosphere in the form of water vapour or moisture. Water bodies such as rivers, lakes, seas, and oceans contribute about 90% of the moisture found in the atmosphere through evaporation. Water changes into vapour under the great influence of temperature. Areas with high temperatures and low humidity experience a high rate of evaporation. Evaporation is also determined by humidity and wind.",tensor(0.4258),tensor(0.5901),tensor(0.4941),"What is evaporation?
(a) Water freezes
(b) Water vapour meets cold air and changes back into liquid
(c) Water gets warm and changes from liquid to water vapour
(d) Plants take in water from the soil",tensor(0.4329),tensor(0.5657),tensor(0.4904)
"True or False: Heavy snow during winter does not hinder movement on roads, rails, and runways in Switzerland, therefore, increasing the influx of tourists.","#### Challenges facing the tourism industry in Switzerland:  
Heavy snow during winter hinders movement on roads, rails and runways which lowers the influx of tourists.
In some cases, the number of tourists fluctuate due to oper competitive countries such as the United States of America.
Tourist attraction centers also experience environmental pollution prough littering and noise from transport means such as trains and cars.",tensor(0.4675),tensor(0.5633),tensor(0.5105),Briefly explain any five factors for the growth and development of tourism in Switzerland.,tensor(0.5195),tensor(0.4044),tensor(0.4546)
What are some obstacles facing power and energy production according to the context provided in the textbook for Form 2 geography class?,"### Challenges facing power and energy production  
Power and energy production is facing many challenges. Some of these are described below.  
- Drought: Prolonged droughts decrease the volume of water, which in turn reduces the ability of hydro-electric power plants to produce electricity.
- Inadequate capital: The construction of dams and hydro-electric power stations requires heavy capital outlays. Capital is also essential in the production and transportation of natural gas. Unfortunately, many developing countries lack capital to harness fossil fuel and hydropower potentials.
- Transport and communication networks: These are inadequate in many developing countries, which hinders the extraction or transmission of energy and power.
- Poor technology and lack of skilled personnel: Some energy and power production systems such as nuclear, tidal, and geothermal energy require advanced technology, which is lacking in most developing countries.",tensor(0.3944),tensor(0.4346),tensor(0.4133),State five challenges facing solar and wind energy production in USA.,tensor(0.6418),tensor(0.5057),tensor(0.5656)
What are the drawbacks of commercial livestock-keeping according to the information provided in the textbook?,"#### Disadvantages of commercial livestock-keeping:  
Despite the advantages, commercial livestock-keeping is costly in establishing, operation, and maintenance. Moreover, it uses many resources mainly human and physical in the production process. Furthermore, commercial livestock-keeping needs large sparsely populated areas. If animal wastes and discards are not properly treated, they can cause water, land, and air pollution, and diseases.",tensor(0.4036),tensor(0.4904),tensor(0.4424),Differentiate between traditional and commercial livestock-keeping.,tensor(0.5443),tensor(0.4564),tensor(0.4946)
"True or False: Palm oil is used as vegetable oil for cooking, making soap, and producing candles.","#### Uses of palm oil:  
Palm oil is used as vegetable oil for cooking, and making soap and candles. Residue from planting processed kernels can be used as animal fodder and manure.",tensor(0.4534),tensor(0.5875),tensor(0.5104),"Write True or False for the following statement:  
Palm oil tree is a tropical plant that originated from South Africa.",tensor(0.5160),tensor(0.5185),tensor(0.5173)
How is tea used in various ways apart from being a beverage according to the provided context?,"#### Uses of tea:  
Tea is primarily used as a beverage. A person with a sore throat and a hoarse voice can get better after taking a few cups of strong tea.",tensor(0.3876),tensor(0.4817),tensor(0.4291),"Match each statement in Column A with the correct phrase in Column B:
| Column A | Column B |
| --------------------------------------------------------------------------------------------------------------------------- | -------------------------------- |
| 1. A type of agriculture involving growing of cash crops on large areas of land, mostly in tropical regions. | (i) Plantation agriculture |
| 2. Agriculture confined to the production of food crops for consumption by household members. | (f) Subsistence agriculture |
| 3. The system of keeping animals alongside cultivation. | (e) Mixed farming |
| 4. Another name for shifting cultivation. | (c) Slash and burn |
| 5. Beverage crops produced in plantations. | (g) Coffee and tea |
| 6. Labour is provided by the owner of the land and members of the family. | (h) Tea, cocoa and coffee |
| 7. A system of agriculture aimed at making profit through regular sale of farm products. | (b) Commercial livestock-keeping |
| 8. Countries practising the ranching system in the tropical savannah of Africa. | (l) Ranching |
| 9. It refers to the rearing of livestock with the main aim of producing meat, milk, wool and hides for commercial purposes. | (a) Tanzania, Ethiopia and Ghana |
| | (m) Tanzania, Kenya and Uganda |
| | (n) Coffee, maize and tea |",tensor(0.3768),tensor(0.4521),tensor(0.4012)
Does the Tanzanian government emphasize the use of revenue from natural gas to benefit the people in areas producing the gas and the nation as a whole?,"#### Tanzania’s efforts in addressing the challenges of natural gas production  
Tanzania has been trying to overcome the challenges associated with the production of its natural gas. The government has been emphasising the use of revenue from natural gas to benefit the people in the areas producing the gas and the nation as a whole. The revenue from natural gas is used to improve social services in education and health. There have been various public programmes aimed to educate the public on natural gas benefits. The ministries responsible for energy and mineral resources in Tanzania conduct awareness creation programmes through various ways such as meetings and the media. The government also provides opportunities for training to Tanzanians in oil and natural gas. These training opportunities aim to build the country’s capacity for exploration, extraction, processing and supplying of natural gas.",tensor(0.4894),tensor(0.6007),tensor(0.5355),Outline the challenges facing natural gas extraction in Tanzania.,tensor(0.5710),tensor(0.4816),tensor(0.5222)
Why is particle sizing important in industries that involve processing raw materials into finished products?,"#### Sizing:  
Sizing is the separation of particles according to size. The method involves screening or passing the particles to be separated through a screen.",tensor(0.4257),tensor(0.5247),tensor(0.4694),Describe five types of processing industries in Tanzania and give two examples for each type.,tensor(0.3964),tensor(0.4142),tensor(0.4048)
Define the following term: Manufacturing industries.,"### The concept of manufacturing industry  
The manufacturing industry involves the processing and changing of raw materials into different semi-finished or finished products using tools and machines. It plays a major role in bringing about the development of a country. The ever-growing population with increased demands for goods and services is accommodated by the establishment of manufacturing industries. Such increased population demands more food, shelter, clothes and other services. The following section explains the importance of manufacturing industries in the world.",tensor(0.3784),tensor(0.5320),tensor(0.4403),"Define the following terms:
(a) Manufacturing industries
(b) Processing industries",tensor(0.5731),tensor(0.6995),tensor(0.6293)
Explain why agriculture is considered one of the oldest human activities and its importance in society.,"#### Primary activities:  
Primary activities are done by people when they interact directly with the natural environment to obtain their essential needs. These activities include agriculture, forestry, mining, and fishing.  
##### Agriculture:  
Agriculture is an activity which involves crop cultivation and livestock-keeping. It is the oldest human activity which has been practised by all societies in the world. It provides food for households and raw materials for industries. The type of agriculture practised in a given place is determined by various conditions of the area including climate, water availability, soil characteristics and terrain. It is also influenced by financial resources, infrastructure, technology and conditions of the market.",tensor(0.3966),tensor(0.5002),tensor(0.4416),"Write True or False for the following statement:  
Secondary activities are carried out without depending on primary and tertiary activities.",tensor(0.4098),tensor(0.4434),tensor(0.4259)
"Explain how the mining sector contributes to the economy of Tanzania, considering the various factors mentioned in the textbook.","### Contribution of the mining industry to the economy of Tanzania:  
Minerals are useful in the growth of any country’s economy. Some minerals have more demand than others due to their high value. Minerals are used in countries where they are produced and also they are exported to various countries to obtain foreign currency. The contribution of mining industries to the Tanzanian economy include the following:  
- Government revenue: The mining industry contributes to government revenue in terms of taxes and royalties. This is crucial for financing developmental plans of the country.
- Employment: The mining industry contributes direct and indirect employment opportunities within the country. Some people get employed directly in the industry while others provide services related to mining in mining centers.",tensor(0.4322),tensor(0.5668),tensor(0.4898),Explain the importance of mining to the economy of Tanzania.,tensor(0.7465),tensor(0.5844),tensor(0.6555)
True or False: The Rufiji Basin in Tanzania covers 20 percent of the country.,"#### Rufiji Basin in Tanzania  
The Rufiji river basin is managed by the Rufiji Basin Water Board (RBWB) under the Ministry of Water. It is one of the largest river basins in Africa, and covers an area of about 177,420 km2. This basin occupies 20 percent of the country. It occupies parts of Iringa, Njombe, Mbeya, Ruvuma, Morogoro, Dodoma and Pwani Regions (Figure 3.8).The basin contains the Rufiji River which is the largest river in Tanzania. It originates from the south-western highlands. It has four main tributaries, namely, the Great Ruaha, Kilombero, Luwegu and the Rufiji lower section. These four tributaries join to form the Rufiji River.",tensor(0.4097),tensor(0.5802),tensor(0.4802),"With reference to Rufiji Water Basin and TVA, explain how a community can benefit from the river basin.",tensor(0.5075),tensor(0.4671),tensor(0.4861)
"How do logs transported in Tanzania compare to transportation methods in other parts of the world, according to the information provided?","### Transportation of timber  
In many parts of the world, logs are transported using different means. In Tanzania, timber and logs are transported mainly by road using large trucks and by railway. For example, the central railway and the Tanzania-Zambia Railway are used to transport logs. Some logs are transported by trucks to harbours like Dar es Salaam, Tanga, Mtwara, and Mwanza for exportation. In other parts of the world, logs are transported by water to ports or industrial centers.  
| Countries                    | Cubic Meters |
| ---------------------------- | ------------ |
| USA                          | 481,092,992  |
| India                        | 296,234,016  |
| China                        | 284,910,024  |
| Brazil                       | 236,422,218  |
| Canada                       | 176,692,000  |
| Russia                       | 162,300,000  |
| Indonesia                    | 119,208,572  |
| Ethiopia                     | 91,283,543   |",tensor(0.4084),tensor(0.5056),tensor(0.4467),Explain what you understand by the term ‘transport’.,tensor(0.4422),tensor(0.4130),tensor(0.4268)
True or False: Commercial livestock-keeping takes place in areas with high population density.,"### Commercial livestock-keeping  
Commercial livestock-keeping involves rearing of animals for the purpose of selling their products such as meat, milk, wool and hides. Ranching, as part of commercial livestock-keeping, is mostly practised in more remote areas where land is extensive and population density is low. Extensive land provides sufficient grass to support a large number of animals. Commercial livestock-keeping is determined by factors such as capital, level of technology, market, availability of pasture and climatic conditions. In temperate regions, supplementary food such as hay and root crops are used to feed them during winter. Animals are kept for meat (beef cattle), for milk (dairy cattle and camel) and for wool (sheep).",tensor(0.4475),tensor(0.5963),tensor(0.5110),Differentiate between traditional and commercial livestock-keeping.,tensor(0.5675),tensor(0.5184),tensor(0.5395)
