Generated Query,First Content Document,Content Cosine Similarity,First Exercise Document,Exercise Cosine Similarity
"Here is a long question for students to explain the process of petroleum extraction in the Middle East:

Describe the process of petroleum extraction in the Middle East, highlighting the various stages involved, from exploration to refining, and explain how the extracted petroleum is used to meet both domestic and industrial energy needs.","Oil production in the Middle East has stimulated the improvement of the transport sector. The export of petroleum and petroleum products has enabled Middle East countries to develop good transport networks. In addition, petroleum is a resource which provides energy and power for domestic and industrial purposes.",0.8352727174758912,Explain the challenges facing oil production in the Middle East.,0.32172380685806273
"Here is a long answer question on how subsistence farming benefits your students:

Discuss the benefits of subsistence farming to the farmers and their families, highlighting the ways in which it improves their livelihood.","#### Small-scale crop cultivation:  
Small-scale crop cultivation is the growing of crops on a small piece of land. It is also called subsistence farming. It aims to produce enough food for the wellbeing of families. In some instances, when the production is high, the surplus is sold. Individuals engaging in small-scale crop cultivation are known as peasants. They are also called subsistence farmers as they grow food crops to feed themselves and their families with little or no surplus for sale.  
As noted earlier, the agricultural system at subsistence level falls under this category. A farmer owns a small piece of land for food crops cultivation. The produce is enough only for the family. It is hand to mouth existence which may lead to famine if the harvest is bad. In years with good harvest the farmer may have surplus to sell to the local markets. The farms are small, about one to five hectares owned by the family. Application of machines is difficult as farms are small.",0.8076669096946716,"Traditional livestock farming is practised in areas where there is:
(a) Very low rainfall
(b) Heavy rainfall
(c) No rainfall
(d) Dry lands",0.2781803965568542
What is one advantage Namibia has compared to its competitors in the tourism industry?,"#### Improving the tourist environment:  
Namibia has several advantages compared to its competitors in the region. It has attractive and unique tourism attractions such as the landscape, wildlife and indigenous culture. It is also a peaceful country. It has also a safe and extensive road network and sufficient lodging options. There are also abundant opportunities for adventure tourism which includes hiking, sky-diving, dune boarding, and game and trophy hunting. Adventure travel is one of the fastest growing sectors of the long-haul travel market.",0.7414158701896667,"Explain how tourism is important in Tanzania, Namibia, and Switzerland.",0.3045461535453796
"Here is a true or false statement about the role of tourism in Switzerland's economy:

True or False: Tourism is the largest export earner in Switzerland.","#### Importance of tourism in Switzerland:  
Tourism contributes to the economic development of Switzerland.
Tourism promotes Switzerland’s international relations and co-operation with other nations through tourist activities.
Tourism also stimulates other related sectors of the economy such as agriculture, market, and transportation since they all strive to help the provision of services in the tourism sector.
Moreover, tourism is the major industry in Switzerland. It is the third largest export earner and contributes significantly to the national economy.
Tourism promotes employment opportunities both within and outside the industry, therefore, it helps to improve people’s living standards.
Tourism promotes the spirit of appreciating other people’s cultures which, in turn, brings about cultural tolerance.
Furthermore, tourism contributes to the expansion of infrastructure throughout the country.",0.7881664037704468,Briefly explain any five factors for the growth and development of tourism in Switzerland.,0.3133898973464966
What is one negative effect of palm oil production on the environment?,"#### Uses of palm oil:  
Palm oil is used as vegetable oil for cooking, and making soap and candles. Residue from planting processed kernels can be used as animal fodder and manure.",0.6666070818901062,"Write True or False for the following statement:  
Palm oil tree is a tropical plant that originated from South Africa.",0.22751014232635497
True or False: The Tanzanian government provides training opportunities to its citizens in oil and natural gas to address the challenge of skilled labour in the industry.,"#### Tanzania’s efforts in addressing the challenges of natural gas production  
Tanzania has been trying to overcome the challenges associated with the production of its natural gas. The government has been emphasising the use of revenue from natural gas to benefit the people in the areas producing the gas and the nation as a whole. The revenue from natural gas is used to improve social services in education and health. There have been various public programmes aimed to educate the public on natural gas benefits. The ministries responsible for energy and mineral resources in Tanzania conduct awareness creation programmes through various ways such as meetings and the media. The government also provides opportunities for training to Tanzanians in oil and natural gas. These training opportunities aim to build the country’s capacity for exploration, extraction, processing and supplying of natural gas.",0.8275656819343566,"Write True or False for the following statement:  
Exploitation of natural gases in Tanzania is only done by public companies.",0.3176430821418762
"Describe the extraction industries sector in Tanzania, highlighting its main categories and their significance.","#### Mining industry  
Mining is the branch of manufacturing industries and trade based on the extraction of ores, fossil fuels, minerals, stone, clay, gravel, and similar commodities. This does not include the refinement of these commodities. The mining industry contains five categories, which are defined by the resources they produce: oil and gas extraction, coal mining, metal ore mining, non-metallic mineral mining and quarrying, and support activities for mining.",0.7258920073509216,"Define the following terms:
(a) Manufacturing industries
(b) Processing industries",0.3068730592727661
Define the significance of renewable energies in the USA.,"#### Importance of solar and wind energy in USA:  
USA finds it more economical to use solar and wind energy than other sources of energy as they have minimal environmental effects. Solar and wind energy in USA is important in so many ways.  
Environmentally-friendly: The production of solar and wind energy involves activities which produce less waste in the environment compared to other sources of energy. These energies, therefore, are considered to be environmentally-friendly. For example, their production reduces the emission of carbon-dioxide and other pollutants.  
Creation of employment opportunities: Installation and management of solar panels and wind mills require many employees. This industry generates jobs for thousands of people.",0.6927044868469239,State five challenges facing solar and wind energy production in USA.,0.3050840854644775
"Here is a right or wrong statement about Problems in Tanzanian natural gas sector for your students to discuss:

The Tanzanian government has fully addressed the challenges of natural gas production, and the country no longer faces skilled labour shortages in the sector.","#### Challenges of natural gas production in Tanzania:  
Natural gas production faces numerous challenges in different aspects. Natural gas is a non-renewable resource. Therefore, care has to be when extracting this resource. Natural gas production is new in Tanzania and, thus, it faces a shortage of skilled labour, especially in exploration and extraction activities. As a result, the government is often forced to employ foreign experts who are paid high salaries. Regarding the capacity to produce the natural gas, Tanzania has not been able to allocate enough funds for exploration, extraction, processing and distribution.",0.8388173937797546,"Write True or False for the following statement:  
In Tanzania natural gas energy is mostly used for domestic heating and cooking.",0.3240497946739197
"Describe the growing conditions required for sisal cultivation, including the suitable temperature, rainfall, and soil type.","#### Conditions for growing sisal:  
Sisal growing needs high temperatures ranging between 25°C and 30°C. It also needs slight rainfall ranging from 650 mm to 1,500 mm. It is grown in well-drained loamy soil. This type of soil contains a lot of decayed vegetable matter with little amounts of sand and clay. Rainfall plays an important role as far as fibre production is concerned. On the whole, sisal does not need too much rainfall and cannot tolerate frosty conditions.",0.7683040261268616,Mention four crops that are grown in plantations.,0.2955322861671448
Define Post-harvest processing and transport of cloves.,"#### Harvesting, processing and transportation of cloves:  
Clove trees can grow up to 15 meters high. Therefore, harvesting involves picking of flower buds which is done by climbing or scaling.
Harvesting is done by hand by skilled climbers. In Zanzibar, the harvesting occurs from September to November.
Sorting is necessary to separate leaves from the buds. The buds and flowers are left to dry in the sun for 3 - 7 days.
To ensure quality, the dirty and unwanted particles are removed from the dried cloves. The Zanzibar State Trading Corporation (ZSTC) is an organ responsible for buying and exporting cloves from the Isles in Tanzania to major importers such as Taiwan, India, the United Arab Emirates and the United Kingdom.",0.7393587589263916,"Define the following terms:
(a) Manufacturing industries
(b) Processing industries",0.2516215920448303
Explain the significance of human activities in improving people's standards of living and contributing to the economy.,"## Chapter One (Human Activities)  
### Introduction  
Human activities refer to things that people do or cause to happen. Human beings do such activities for social, economic, and political purposes. In this chapter, you will learn about human activities, types of human activities, and the importance of such activities.",0.770658266544342,"Write True or False for the following statement:  
Types of human activities are related to the types of human settlements.",0.2811547160148621
"Explain the importance of ocean water in the context of water management, highlighting its role in evapotranspiration, its economic significance, and the environmental impacts of human activities on ocean water.","### The concept of water management  
Water is a colourless liquid found naturally on the land surface, atmosphere, and underground reservoirs. Water can exist in liquid, solid, or gas state. Although water is a familiar substance, it is also a unique material of the earth. For a long time, water has been considered to be an abundant resource which is found freely to all people. Today, most countries are facing increasing pressure on water resources and growing competition between differing interests. Chronic water scarcity is perceived to be one of the threats to global prosperity and stability. Other threats include hydrological uncertainty and extreme weather disasters such as floods and droughts.",0.7974265813827515,Mention any five major ocean routes in the world.,0.275178337097168
"Discuss the importance of effective management of wildlife reserves in Tanzania, highlighting the roles of TANAPA, TAWA, and NCAA, and explaining how their cooperative efforts contribute to the conservation of wildlife and its associated habitat.","#### Management of national parks and game reserves in Tanzania:  
National parks in Tanzania are managed by the Tanzania National Parks Authority (TANAPA). This authority is responsible for the management and regulation of the use of all areas designated as national parks. The Tanzania Wildlife Authority (TAWA) is responsible for the management and regulation of the use of all the areas designated as game reserves and all wildlife outside national parks and the Ngorongoro Conservation Area (NCA). The NCA is managed by the Ngorongoro Conservation Area Authority (NCAA). This is the only conservation area in Tanzania where humans, livestock and wildlife share the same environment (multiple use area).",0.815279483795166,Outline main challenges facing livestock keeping in Tanzania.,0.3139299154281616
"Explain in detail the disadvantages of nomadic pastoralism in Tanzania, highlighting its effects on the environment, economy, and education. (20 marks)","Nomadic pastoralism involves continual movement of pastoralists with large numbers of animals from place to place in search of pasture and water. People involved in this practice are called nomads or pastoralists. Tribes which practise nomadic pastoralism include the Maasai, Barbaig, Kwavi, and Karamajong. Nomadic pastoralism is mostly practised in sparsely populated areas where the natural vegetation is mainly grass and bushes and, sometimes, scattered trees. In these areas, rainfall is very low and unreliable. The pastoralists follow specific routes in their movements. Figure 2.10 shows a large herd of cattle. The animals kept by pastoralists are a source of food and income through the selling of animals and their products. Major products from animals are meat and milk. The pastoralists spend the money they earn to meet family needs such as buying cereals, paying school fees, and meeting health expenses. In addition, the cattle raised are used for paying bride price and giving gifts",0.8097728729248047,Explain what nomadic pastoralism means.,0.2912806510925293
"Explain the economic value of water in the manufacturing industry, tourism, and domestic activities, highlighting its importance in sustaining life and promoting economic development in Tanzania.","### Economic importance of water  
Water is a source of life for almost all living organisms including animals and plants. Numerous economic activities are conducted in water while others use water as part of raw material.  
Human beings are primary users of water and integrate it in their economic activities in various ways. Their ability to plan and conduct economic activities is basically supported by water. Water is used as an important ingredient in sustaining life, especially for cooking, drinking and maintaining cleanliness. Generally, water is essential for economic development. It is used in the manufacturing industry, hydro-electric power generation, and navigation as well as domestic activities and trade.",0.8299385666847229,"With reference to Rufiji Water Basin and TVA, explain how a community can benefit from the river basin.",0.29383344650268556
"Explain the advantages of raising livestock in Tanzania, highlighting their benefits to the national economy, individuals, and the environment.","#### Advantages of commercial livestock-keeping:  
Commercial livestock-keeping acts as a source of raw materials for industries such as food processing, shoe, and cloth making. It is one of the sectors which employs people and serves as a source of government revenue. Commercial livestock-keeping provides food products such as meat and milk consumed by households and industries. Moreover, it contributes to the production of goods such as shoes, bags, and animal foods. The benefits of commercial livestock-keeping include the ability to utilize breeds that can enhance reproductive performance. This practice also stimulates the development of transport and communication. Commercial livestock-keeping also facilitates the control of diseases and pests because it limits animal movement. It also uses high technology and scientific methods in management.",0.8118444442749023,Describe the primary purposes for keeping cattle.,0.28271394968032837
What are the three major categories of human activities?,"### Types of human activities  
There are three major categories of human activities. These are primary, secondary, and tertiary activities.",0.6933406352996826,"Write True or False for the following statement:  
Types of human activities are related to the types of human settlements.",0.28605219125747683
What are the benefits of commercial livestock farming in Tanzania?,"#### Advantages of commercial livestock-keeping:  
Commercial livestock-keeping acts as a source of raw materials for industries such as food processing, shoe, and cloth making. It is one of the sectors which employs people and serves as a source of government revenue. Commercial livestock-keeping provides food products such as meat and milk consumed by households and industries. Moreover, it contributes to the production of goods such as shoes, bags, and animal foods. The benefits of commercial livestock-keeping include the ability to utilize breeds that can enhance reproductive performance. This practice also stimulates the development of transport and communication. Commercial livestock-keeping also facilitates the control of diseases and pests because it limits animal movement. It also uses high technology and scientific methods in management.",0.7298309564590454,Differentiate between traditional and commercial livestock-keeping.,0.282582151889801
"Here is a true or false question about post-harvest processing of tea:

True or False: Tea leaves are dried in temperatures of about 200°C during the roasting or firing process.","#### Harvesting, processing, storage and transportation of tea:  
It takes two years for tea plants to be ready for harvesting. Picking of tea leaves requires experience because if it is done poorly, it may result in low-quality tea. Tea plants are normally plucked for 3-4 years after which all old branches are pruned for new shoots to grow. The plucked tea leaves undergo fermentation under regulated moisture to ensure quality tea product. Thereafter, tea leaves are rolled to enhance the breakup of the leaf cells and fibres. The leaves are then dried in temperatures of about 105°C. This process is called roasting or firing. Roasting stops fermentation and reduces moisture. Cool and dried tea is sorted in different sizes and graded. Unwanted particles are removed before packing. At this stage, tea is ready for consumption and export. Figure 2.6 shows the plucking of tea leaves in Iringa.  
Figure 2.6 Tea plucking in Mufindi, Iringa  
Source: Tea production...ratetea.com",0.8364639163017273,"Write True or False for the following statement:  
Secondary activities are carried out without depending on primary and tertiary activities.",0.2932653069496155
"Here is a true/false question for the topic ""Drivers of global tourism growth"" for Form 2 students:

True or False: Advancements in communication and transportation networks are a factor that discourages the growth of tourism.","### Factors for the development and growth of tourism in the world  
The following are factors for the development and growth of tourism. These factors are features that encourage tourists to visit places for leisure, pleasure or education.  
- Tourist attractions: Tourist attractions include places with pleasant climate, beautiful and varied sceneries, different cultures, historical sites and monuments. Also, some features in Tanzania such as Mount Kilimanjaro, the highest free-standing mountain in the world, attract tourists.
- Advancement in communication and transportation network: Reliable communication network and advanced technology encourage the development of tourism in a country. For example, the use of the internet, television programmes, and social media, tourism trade fair and exhibitions has facilitated availability of information on tourism, hence it has led to an influx of tourists.",0.8002124547958374,Mention five factors for the development and growth of tourism in the world.,0.30242552757263186
"True or False: Manufacturing industries can be grouped into three main types, namely, processing, fabrication, and construction industries.","### Types of manufacturing industries  
Manufacturing industries can be grouped into two main types, namely, processing and fabrication industries.",0.8028502464294434,"Write True or False for the following statement:  
Tertiary activities provide services whereas secondary activities are done for processing and manufacturing goods.",0.2986088156700134
"Here is a true or false statement on Traditional fallowing techniques to test form 2 students:

True or False: In bush fallowing, people move to a new area after three to five years of farming, leaving the land to regain its fertility.","Small-scale crop cultivation is done by using different methods such as shifting cultivation, crop rotation, and bush fallowing.",0.8009495973587036,"Traditional livestock farming is practised in areas where there is:
(a) Very low rainfall
(b) Heavy rainfall
(c) No rainfall
(d) Dry lands",0.25990785360336305
Define post-harvest processing of tea.,"#### Harvesting, processing, storage and transportation of tea:  
It takes two years for tea plants to be ready for harvesting. Picking of tea leaves requires experience because if it is done poorly, it may result in low-quality tea. Tea plants are normally plucked for 3-4 years after which all old branches are pruned for new shoots to grow. The plucked tea leaves undergo fermentation under regulated moisture to ensure quality tea product. Thereafter, tea leaves are rolled to enhance the breakup of the leaf cells and fibres. The leaves are then dried in temperatures of about 105°C. This process is called roasting or firing. Roasting stops fermentation and reduces moisture. Cool and dried tea is sorted in different sizes and graded. Unwanted particles are removed before packing. At this stage, tea is ready for consumption and export. Figure 2.6 shows the plucking of tea leaves in Iringa.  
Figure 2.6 Tea plucking in Mufindi, Iringa  
Source: Tea production...ratetea.com",0.703052306175232,Mention three conditions necessary for successful growing of coffee.,0.2658702373504639
What is the main source of groundwater?,"### Sustainable use of water resources  
Water resources come in many forms, but the three main categories are saltwater, groundwater, and surface water. Sustainable use of water resources includes all activities relating to current and future use of water resources in terms of protection, conservation, and management. There are surface and underground water sources.",0.6554148077964783,Name five uses of groundwater.,0.31421518325805664
"Explain the importance of tertiary activities in the economy, highlighting their role in supporting primary and secondary activities.","#### Tertiary activities:  
Tertiary activities belong to the service sector. These activities involve the provision of specialized services required for primary and secondary activities. Such activities include transport and communication, trading, administration, banking, and insurance.  
##### Transport and communication  
Transportation is the action or process of moving people, goods, and services from one place to another. This may be done by road, railway, air, pipeline, and water. Likewise, communication is the exchange of information between and among different people. Major means of communication include radio, television, newspapers, telephone, and the internet.  
##### Tourism",0.7038696646690369,"Write True or False for the following statement:  
Tertiary activities provide services whereas secondary activities are done for processing and manufacturing goods.",0.2678252339363098
"The following are the strategies used in the post-harvest processing and transportation of cloves in detail:

1. Sorting: This involves separating leaves from the buds to ensure quality.

2. Drying: The buds and flowers are left to dry in the sun for 3-7 days to remove excess moisture.

3. Removal of dirty and unwanted particles: This is done to ensure quality and cleanliness of the dried cloves.

4. Grading: The dried cloves are graded according to their quality and size","#### Harvesting, processing and transportation of cloves:  
Clove trees can grow up to 15 meters high. Therefore, harvesting involves picking of flower buds which is done by climbing or scaling.
Harvesting is done by hand by skilled climbers. In Zanzibar, the harvesting occurs from September to November.
Sorting is necessary to separate leaves from the buds. The buds and flowers are left to dry in the sun for 3 - 7 days.
To ensure quality, the dirty and unwanted particles are removed from the dried cloves. The Zanzibar State Trading Corporation (ZSTC) is an organ responsible for buying and exporting cloves from the Isles in Tanzania to major importers such as Taiwan, India, the United Arab Emirates and the United Kingdom.",0.8842800855636597,"Write True or False for the following statement:  
Tertiary activities provide services whereas secondary activities are done for processing and manufacturing goods.",0.29413256645202634
List two products developed from sisal fibre.,"#### Uses of sisal:  
Sisal is used to make ropes, buffing cloth, mattresses, carpets, handicraft mats, and baskets. Sisal is commonly used in the shipping industry for mooring small craft, lashing, and handling cargo. It is also used in the automobile industry with fiber glass in composite materials. Other products developed from sisal fibre include lumbar support belts, rugs, slippers, clothes and disc buffers. Farmers also use sisal fibre for tomato plant support and ropes for reinforcement of ceiling corners. Waste from sisal extraction can be used for making biogas, pharmaceutical ingredients and building materials. Fibres can also be used as fertiliser or animal feed.",0.6710485339164733,Differentiate between plantation agriculture and extensive cereal cultivation.,0.2591725945472717
"Explain in detail the ideal growing conditions required for sisal, highlighting the suitable temperature, rainfall, and soil requirements.","#### Conditions for growing sisal:  
Sisal growing needs high temperatures ranging between 25°C and 30°C. It also needs slight rainfall ranging from 650 mm to 1,500 mm. It is grown in well-drained loamy soil. This type of soil contains a lot of decayed vegetable matter with little amounts of sand and clay. Rainfall plays an important role as far as fibre production is concerned. On the whole, sisal does not need too much rainfall and cannot tolerate frosty conditions.",0.7345774531364441,Mention four crops that are grown in plantations.,0.29204028844833374
"Describe the process of evaporation, highlighting the factors that influence it.","### Evaporation  
Evaporation is the process by which water changes from liquid to gas or vapour. During evaporation, water moves into the atmosphere in the form of water vapour or moisture. Water bodies such as rivers, lakes, seas, and oceans contribute about 90% of the moisture found in the atmosphere through evaporation. Water changes into vapour under the great influence of temperature. Areas with high temperatures and low humidity experience a high rate of evaporation. Evaporation is also determined by humidity and wind.",0.7950189113616943,"What is evaporation?
(a) Water freezes
(b) Water vapour meets cold air and changes back into liquid
(c) Water gets warm and changes from liquid to water vapour
(d) Plants take in water from the soil",0.31873029470443726
"Here is a true or false statement about challenges faced in Switzerland's tourism sector:

True or False: The fluctuation of tourist numbers due to competition from other countries is a challenge facing the tourism industry in Switzerland.","#### Challenges facing the tourism industry in Switzerland:  
Heavy snow during winter hinders movement on roads, rails and runways which lowers the influx of tourists.
In some cases, the number of tourists fluctuate due to oper competitive countries such as the United States of America.
Tourist attraction centers also experience environmental pollution prough littering and noise from transport means such as trains and cars.",0.823405921459198,Briefly explain any five factors for the growth and development of tourism in Switzerland.,0.32303930521011354
Define one obstacle that hinders power and energy production in developing countries.,"### Challenges facing power and energy production  
Power and energy production is facing many challenges. Some of these are described below.  
- Drought: Prolonged droughts decrease the volume of water, which in turn reduces the ability of hydro-electric power plants to produce electricity.
- Inadequate capital: The construction of dams and hydro-electric power stations requires heavy capital outlays. Capital is also essential in the production and transportation of natural gas. Unfortunately, many developing countries lack capital to harness fossil fuel and hydropower potentials.
- Transport and communication networks: These are inadequate in many developing countries, which hinders the extraction or transmission of energy and power.
- Poor technology and lack of skilled personnel: Some energy and power production systems such as nuclear, tidal, and geothermal energy require advanced technology, which is lacking in most developing countries.",0.7683045029640198,State five challenges facing solar and wind energy production in USA.,0.34149999618530275
Define the drawbacks of commercial livestock farming.,"#### Disadvantages of commercial livestock-keeping:  
Despite the advantages, commercial livestock-keeping is costly in establishing, operation, and maintenance. Moreover, it uses many resources mainly human and physical in the production process. Furthermore, commercial livestock-keeping needs large sparsely populated areas. If animal wastes and discards are not properly treated, they can cause water, land, and air pollution, and diseases.",0.7662383198738099,Differentiate between traditional and commercial livestock-keeping.,0.31188125610351564
True or False: Palm oil is used as a vegetable oil for cooking.,"#### Uses of palm oil:  
Palm oil is used as vegetable oil for cooking, and making soap and candles. Residue from planting processed kernels can be used as animal fodder and manure.",0.7179239392280579,"Write True or False for the following statement:  
Palm oil tree is a tropical plant that originated from South Africa.",0.3010437607765198
"Explain the various ways in which tea is used, highlighting its importance as a beverage and its industrial applications.","#### Uses of tea:  
Tea is primarily used as a beverage. A person with a sore throat and a hoarse voice can get better after taking a few cups of strong tea.",0.7713962078094483,"Match each statement in Column A with the correct phrase in Column B:
| Column A | Column B |
| --------------------------------------------------------------------------------------------------------------------------- | -------------------------------- |
| 1. A type of agriculture involving growing of cash crops on large areas of land, mostly in tropical regions. | (i) Plantation agriculture |
| 2. Agriculture confined to the production of food crops for consumption by household members. | (f) Subsistence agriculture |
| 3. The system of keeping animals alongside cultivation. | (e) Mixed farming |
| 4. Another name for shifting cultivation. | (c) Slash and burn |
| 5. Beverage crops produced in plantations. | (g) Coffee and tea |
| 6. Labour is provided by the owner of the land and members of the family. | (h) Tea, cocoa and coffee |
| 7. A system of agriculture aimed at making profit through regular sale of farm products. | (b) Commercial livestock-keeping |
| 8. Countries practising the ranching system in the tropical savannah of Africa. | (l) Ranching |
| 9. It refers to the rearing of livestock with the main aim of producing meat, milk, wool and hides for commercial purposes. | (a) Tanzania, Ethiopia and Ghana |
| | (m) Tanzania, Kenya and Uganda |
| | (n) Coffee, maize and tea |",0.2596562623977661
Does the Tanzanian government provide training opportunities to Tanzanians in oil and natural gas to address the shortage of skilled labour in the natural gas sector?,"#### Tanzania’s efforts in addressing the challenges of natural gas production  
Tanzania has been trying to overcome the challenges associated with the production of its natural gas. The government has been emphasising the use of revenue from natural gas to benefit the people in the areas producing the gas and the nation as a whole. The revenue from natural gas is used to improve social services in education and health. There have been various public programmes aimed to educate the public on natural gas benefits. The ministries responsible for energy and mineral resources in Tanzania conduct awareness creation programmes through various ways such as meetings and the media. The government also provides opportunities for training to Tanzanians in oil and natural gas. These training opportunities aim to build the country’s capacity for exploration, extraction, processing and supplying of natural gas.",0.8390149116516114,Outline the challenges facing natural gas extraction in Tanzania.,0.33090585470199585
"Describe the importance of particle sizing in industries, including manufacturing and mining.","#### Sizing:  
Sizing is the separation of particles according to size. The method involves screening or passing the particles to be separated through a screen.",0.770241892337799,Describe five types of processing industries in Tanzania and give two examples for each type.,0.2924958348274231
What is the meaning of manufacturing industries?,"### The concept of manufacturing industry  
The manufacturing industry involves the processing and changing of raw materials into different semi-finished or finished products using tools and machines. It plays a major role in bringing about the development of a country. The ever-growing population with increased demands for goods and services is accommodated by the establishment of manufacturing industries. Such increased population demands more food, shelter, clothes and other services. The following section explains the importance of manufacturing industries in the world.",0.6351836681365967,"Define the following terms:
(a) Manufacturing industries
(b) Processing industries",0.2511383414268494
"Explain the concept of primary economic activities, highlighting their characteristics and examples.","#### Primary activities:  
Primary activities are done by people when they interact directly with the natural environment to obtain their essential needs. These activities include agriculture, forestry, mining, and fishing.  
##### Agriculture:  
Agriculture is an activity which involves crop cultivation and livestock-keeping. It is the oldest human activity which has been practised by all societies in the world. It provides food for households and raw materials for industries. The type of agriculture practised in a given place is determined by various conditions of the area including climate, water availability, soil characteristics and terrain. It is also influenced by financial resources, infrastructure, technology and conditions of the market.",0.7295325756072998,"Write True or False for the following statement:  
Secondary activities are carried out without depending on primary and tertiary activities.",0.2943737268447876
"Explain in detail how the mining sector contributes to the economy of Tanzania, highlighting its importance in generating government revenue, providing employment opportunities, and stimulating infrastructure development and growth of towns.","### Contribution of the mining industry to the economy of Tanzania:  
Minerals are useful in the growth of any country’s economy. Some minerals have more demand than others due to their high value. Minerals are used in countries where they are produced and also they are exported to various countries to obtain foreign currency. The contribution of mining industries to the Tanzanian economy include the following:  
- Government revenue: The mining industry contributes to government revenue in terms of taxes and royalties. This is crucial for financing developmental plans of the country.
- Employment: The mining industry contributes direct and indirect employment opportunities within the country. Some people get employed directly in the industry while others provide services related to mining in mining centers.",0.8431798696517945,Explain the importance of mining to the economy of Tanzania.,0.3040848016738892
"Here is a true or false statement about the Rufiji Basin:

True or False: The Rufiji River originates from the north-eastern highlands of Tanzania.

Let me know if you'd like me to generate another question!","#### Rufiji Basin in Tanzania  
The Rufiji river basin is managed by the Rufiji Basin Water Board (RBWB) under the Ministry of Water. It is one of the largest river basins in Africa, and covers an area of about 177,420 km2. This basin occupies 20 percent of the country. It occupies parts of Iringa, Njombe, Mbeya, Ruvuma, Morogoro, Dodoma and Pwani Regions (Figure 3.8).The basin contains the Rufiji River which is the largest river in Tanzania. It originates from the south-western highlands. It has four main tributaries, namely, the Great Ruaha, Kilombero, Luwegu and the Rufiji lower section. These four tributaries join to form the Rufiji River.",0.760417127609253,"With reference to Rufiji Water Basin and TVA, explain how a community can benefit from the river basin.",0.28713791370391845
What are the two main means of transporting timber and logs in Tanzania?,"### Transportation of timber  
In many parts of the world, logs are transported using different means. In Tanzania, timber and logs are transported mainly by road using large trucks and by railway. For example, the central railway and the Tanzania-Zambia Railway are used to transport logs. Some logs are transported by trucks to harbours like Dar es Salaam, Tanga, Mtwara, and Mwanza for exportation. In other parts of the world, logs are transported by water to ports or industrial centers.  
| Countries                    | Cubic Meters |
| ---------------------------- | ------------ |
| USA                          | 481,092,992  |
| India                        | 296,234,016  |
| China                        | 284,910,024  |
| Brazil                       | 236,422,218  |
| Canada                       | 176,692,000  |
| Russia                       | 162,300,000  |
| Indonesia                    | 119,208,572  |
| Ethiopia                     | 91,283,543   |",0.7589659690856934,Explain what you understand by the term ‘transport’.,0.2721547961235046
True or False: Commercial livestock-keeping involves rearing of animals on a small area of land with high population density.,"### Commercial livestock-keeping  
Commercial livestock-keeping involves rearing of animals for the purpose of selling their products such as meat, milk, wool and hides. Ranching, as part of commercial livestock-keeping, is mostly practised in more remote areas where land is extensive and population density is low. Extensive land provides sufficient grass to support a large number of animals. Commercial livestock-keeping is determined by factors such as capital, level of technology, market, availability of pasture and climatic conditions. In temperate regions, supplementary food such as hay and root crops are used to feed them during winter. Animals are kept for meat (beef cattle), for milk (dairy cattle and camel) and for wool (sheep).",0.8241016030311584,Differentiate between traditional and commercial livestock-keeping.,0.3241387724876404
Describe the importance of livestock-keeping in Tanzania's economy.,"Livestock-keeping in Tanzania, on the contrary, is mainly for meeting domestic demands with some few animals and animal products being exported, but on a lower scale than in Australia. In Tanzania, sheep and goats are kept for meat and skins. Moreover, the application of science and technology in livestock-keeping is much more advanced in Australia than it is in Tanzania. The main rearing system of livestock-keeping in Tanzania is pastoralism and zero-grazing, whereas in Australia it is primarily the ranching system. In addition, Australia has many industries for processing animal products, whereas in Tanzania efforts are underway to establish such industries on a commercial scale.",0.8154636502265931,Outline main challenges facing livestock keeping in Tanzania.,0.3523226261138916
"Describe the main differences in livestock farming between Tanzania and Australia, highlighting the purpose, breeds, and systems of livestock-keeping in each country.","Livestock-keeping in Tanzania, on the contrary, is mainly for meeting domestic demands with some few animals and animal products being exported, but on a lower scale than in Australia. In Tanzania, sheep and goats are kept for meat and skins. Moreover, the application of science and technology in livestock-keeping is much more advanced in Australia than it is in Tanzania. The main rearing system of livestock-keeping in Tanzania is pastoralism and zero-grazing, whereas in Australia it is primarily the ranching system. In addition, Australia has many industries for processing animal products, whereas in Tanzania efforts are underway to establish such industries on a commercial scale.",0.8386521935462952,Suggest ways of solving challenges facing livestock-keeping in Tanzania.,0.3134173035621643
"Define the value of forest resources in terms of their economic, ecological, and social importance.","Human beings obtain various products and services from forests. Forest products can be timber and non-timber products that help to sustain human life. Non-timber forest products include fruits, honey, leaves, roots and barks. The process of managing forest resources for human use is known as forestry. Foresters engage in lumbering, which is an activity that involves cutting, transporting, processing and selling timber. The terms ‘timber’ and ‘log’ are used interchangeably to mean branches or pieces of the trunk of a tree, but with the bark attached. Harvesting of forest resources is generally sustainable when there is no or little damage to the general environment. A forest can be natural or planted. Animals, birds and insects use forests to support their lives. Forests provide aesthetic value and services to human beings.",0.7304779887199402,"With examples, mention problems facing forests resource harvesting.",0.2895961761474609
